
齐铂金,北京航空航天大学,机械工程及自动化学院,北京市优秀青年教师。北航首届优秀青年教师奖等荣誉。中国机械工业科学技术奖。航空工业总公司、中国人民解放军科技进步奖。
张玉茹,北京航空航天大学,机械工程及自动化学院,2014年，教育部技术发明一等奖。2008年，国家科学技术进步二等奖。2008年，中国机械工业科学技术一等奖。2003年，教育部跨世纪优秀人才。1999年，航空工业总公司科技进步二等奖。1998年，北京市高校青年学科带头人。1998年，第四届北京青年优秀科技论文二等奖。1994年，北京市科技进步三等奖。1993年，北京市优秀青年骨干教师。
李晓星,北京航空航天大学,机械工程及自动化学院,中国机械工业联合会和中国机械工程学会科学技术奖一项。中国机械工业联合会和中国机械工程学会科学技术奖各一项。
席　平,北京航空航天大学,机械工程及自动化学院,2010年 荣获北京航空航天大学 校教学成果二等奖。2008年 荣获宝钢优秀教师奖。2008年 荣获北京航空航天大学 校教学成果一等奖。2006年 荣获北京航空航天大学 校教学成果二等奖。2002年 荣获西飞二等奖。
王田苗,北京航空航天大学,机械工程及自动化学院,远程无框架脑外科机器人系统 获 2008年度国家科技进步二等奖。水下航行体仿生运动机理研究 获 2005年国防科技进步二等奖。荣获国家科技进步二等奖。中国机械工业科学技术进步一等奖。国家电子工业部科技进步一等奖。国防科技进步二等奖。国家航空部科技进步二等奖。北京市科技进步二等奖和北京市优秀教学成果二等奖等。获得茅以升北京青年科技提名奖以及美国联合技术容闳科技教育奖。入选全国首批 20 名重点资助优秀回国留学人员。2006年入选 新世纪百千万人才工程 国家级人选。远程无框架脑外科机器人系统， 2008年度国家科技进步二等奖，排名第一。2005年度国防科学技术进步二等奖。立体定向脑外科机器人系统， 1998年北京市科技进步二等奖，排名第一。2002年中国人民解放军科技进步二等奖。1999年航空部科技进步二等奖。北京市优秀教学成果二等奖。2011年荣获北京航空航天大学教学名师。
张以都,北京航空航天大学,机械工程及自动化学院,1996年 北京市优秀青年骨干教师。2009年 MST 大功率机械软启动传动系统研制 煤炭工业协会科技进步一等奖。
付永领,北京航空航天大学,机械工程及自动化学院,荣立航空个人三等功。北京市优秀青年知识分子。获国家科技进步二等奖 1 项省部级科技进步奖 10 余项。高精度高可靠度金属检测器 哈工大第二界青年科技成果奖 1991 二等 第一。大扭矩摆动叶片液压马达 航空航天部科技进步奖 1992 三等 第七。HIT-1 三轴飞行姿态仿真转台 航天部科技进步奖 1995 一等 参加人。新型飞机机载作动系统研究 北航科技进步奖 1995 三等 第二。28Mpa 飞机液压能源系统研究 航空科技进步奖 971156 1997 一等 第三。先进飞机机载作动系统研究 航空科技进步奖 981151 1998 三等 第二。28Mpa 飞机液压能源系统研究 国家科技进步奖 30-2-003-03 1999 二等 第三。钢材打捆机器人 河北省科技进步奖 2002 二等 北航第一。疲劳加载系统的研究 国防科学技术奖 2004 三等 第四。一种用于轧辊的超高压锁紧螺母 中国发明协会 2007 金奖 第一。北京航空航天大学教学三等奖 1997。美国联合技术公司 北航容闳科技教育奖 1997。北京市优秀青年知识分子 2001。1997年获航空部科技进步一等奖。完成人，此项研究得到了航天工业总公司第一研究院的资助。获哈尔滨工业大学第二界青年科技成果二等奖。
陈五一,北京航空航天大学,机械工程及自动化学院,北京航空航天大学教学三等奖， 1997。美国联合技术公司 北航容闳科技教育奖， 1997。北京市优秀青年知识分子， 2001。哈工大第二界青年科技成果奖。HIT-1 三轴飞行姿态仿真转台，航天部科技进步奖， 1995 ，一等，参加人。新型飞机机载作动系统研究，北航科技进步奖， 1995 ，三等，第二。先进飞机机载作动系统研究，航空科技进步奖 981151 ， 1998 ，三等，第二。北京市科学技术奖 2002 计-2-007-08。钢材打捆机器人，河北省科技进步奖， 2002 ，二等，总第三，北航第一。疲劳加载系统的研究，国防科学技术奖， 2004 ，三等，第四。北京航空航天大学科技进步奖。一种用于轧辊的超高压锁紧螺母，中国发明协会， 2007 ，金奖，第一。中航工业总公司科技进步奖。
乔立红,北京航空航天大学,机械工程及自动化学院,2010年 北京市师德先进个人。2010年 北航校级教学成果二等奖 ( 排名 1)。2010年 北航校级教学成果三等奖。2008年 北航 成飞 奖教金一等奖 ( 排名 1)。
刘继红,北京航空航天大学,机械工程及自动化学院,2008年，天津市科技进步二等奖（排名第 3 ）。1997年，湖北省自然科学优秀学术论文一等奖 ( 排名 1)。
万　敏,北京航空航天大学,机械工程及自动化学院,2013年中国航空工业集团公司航空科学技术三等奖（排名 4 ）。2009年四川省科学技术进步奖三等奖（排名 3 ）。2008年中国航空工业集团公司航空科学技术二等奖（排名 3 ）。2008年成都市科技进步一等奖（排名 3 ）。2006年国防科学技术二等奖（排名 2 ）。1999年中国航空工业总公司科技进步三等奖 ( 排名 3)。
刘　强,北京航空航天大学,机械工程及自动化学院,国防科学技术奖二等奖 1 项。中国航空工业总公司 ( 部级 ) 科技进步二等奖 2 项。航空科学技术奖一等奖 1 项。中国仪器仪表发明奖/全国发明展览会金奖各 1 项。北京市优秀青年骨干教师。美国 UTC 容闳科技教育奖。
王之栎,北京航空航天大学,机械工程及自动化学院,曾获：国家教委优秀教学成果二等奖（排名 2 ）。北京市教学成果一等奖（排名 2 ）。北京市高教学会 十二五 优秀教学成果二等奖（排名 1 ）。北京市优秀青年骨干教师。北京航空航天大学优秀教学成果奖。北航教学成果三等奖。教育部国家级教学成果二等奖（排名第二）。北京市教育教学成果一等奖（排名第二）。
贠　超,北京航空航天大学,机械工程及自动化学院,2001年 获国家 863 计划机器人主题先进个人荣誉证书。2001年 获中国机械工程学会优秀论文奖。药房自动化系统 2012年部级鉴定为国际领先水平。
张德远,北京航空航天大学,机械工程及自动化学院,国防科技工业科技进步三等奖。航空工业集团公司科技进步二等奖。2011年9月，北京市 教育先锋先进集体 （北京第一），北京市教育工会。中国兵器工业集团公司科学技术奖励进步奖一等奖。2008年北京市教育教学成果二等奖。获第六届国际发明展览会金奖。变参数振动钻削微孔的设备 第 16 届全国发明展览会金奖。第三届民用飞机先进制造技术及装备论坛。中国科协首届青年学术年会论文集 , 北京 , 1992, 7。
毕树生,北京航空航天大学,机械工程及自动化学院,曾获得北京航空航天大学校级教学成果一等奖。教育部 新世纪优秀人才。
杨建军,北京航空航天大学,机械工程及自动化学院,2010年， 国防科学技术进步奖三等奖 ( 排名 3)。2009年，航空科学技术奖一等奖 ( 排名 2)。2008年，航空科学技术奖二等奖 ( 排名 3)。相关成果获国防科学技术进步三等奖 ( 排名 3) 等省部级科技奖励。
王春洁,北京航空航天大学,机械工程及自动化学院,二等奖 嫦娥三号探测器 技术及实施。二等奖 嫦娥三号探测器月面着陆缓冲技术及实施。三等奖 机构集成数字化技术及在月面软着陆中的应用。2001年，获西飞奖教金，北京航空航天大学，二等奖。
李东升,北京航空航天大学,机械工程及自动化学院,紧缩场系统和工程应用研究， 2005年国家科技进步二等奖。高精度反射器面板精密成形技术， 2003年国防科学技术一等奖。大型蒙皮拉形柔性多点模具工艺与装备技术， 2012年国防科学技术一等奖。主要成果获国家科技进步二等奖 1 项。国防科学技术一等奖 2 项。
张建斌,北京航空航天大学,机械工程及自动化学院,1998年被评为北京市高等学校青年骨干教师。1991年被评为航空航天部优秀青年教师。
周正干,北京航空航天大学,机械工程及自动化学院,1994年 中国航天工业总 公司科技进步二等奖。
